gbm133a,ModuleColor,K.WholeNetwork,K.Intra,K.Out,Gene.Symbol,LocusLink,Set55Coxpvalue,HazardRatio55,HRlowerCI55,HRupperCI55,HRSD55,Set65Coxpvalue,Set65HazardRatio,Set65HRlower95,Set65HRupper95,Set65HRsd,Set55_ORI_10219_10218,Set55_ORI_10735_10730,Set55_ORI_14605_14585,Set55_ORI_14607_14586,Set55_ORI_14609_14587,Set55_ORI_14617_14591,Set55_ORI_14623_14594,Set55_ORI_14629_14597,Set55_ORI_14631_14598,Set55_ORI_14633_14599,Set55_ORI_14635_14600,Set55_ORI_14639_14602,Set55_ORI_15426_15407,Set55_ORI_15428_15408,Set55_ORI_15430_15409,Set55_ORI_15432_15410,Set55_ORI_15434_15411,Set55_ORI_15438_15414,Set55_ORI_15440_15415,Set55_ORI_15442_15417,Set55_ORI_15444_15418,Set55_ORI_15446_15419,Set55_ORI_15448_15420,Set55_ORI_15450_15421,Set55_ORI_15452_15422,Set55_ORI_15454_15424,Set55_ORI_15456_15425,Set55_ORI_15479_15471,Set55_ORI_15662_15649,Set55_ORI_4368_4367,Set55_ORI_4378_4377,Set55_ORI_4388_4387,Set55_ORI_4770_4761,Set55_ORI_4772_4762,Set55_ORI_4774_4763,Set55_ORI_4776_4764,Set55_ORI_4778_4765,Set55_ORI_4780_4766,Set55_ORI_4782_4767,Set55_ORI_4784_4768,Set55_ORI_4786_4769,Set55_ORI_6922_6907,Set55_ORI_6924_6908,Set55_ORI_6926_6909,Set55_ORI_6928_6910,Set55_ORI_6930_6911,Set55_ORI_6932_6912,Set55_ORI_6934_6913,Set55_ORI_6936_6914,Set55_ORI_6938_6915,Set55_ORI_6940_6916,Set55_ORI_6944_6918,Set55_ORI_6946_6919,Set55_ORI_6948_6920,Set55_ORI_6950_6921,Set65_21484_21474,Set65_21486_21475,Set65_21488_21476,Set65_21490_21477,Set65_21492_21478,Set65_21494_21479,Set65_21496_21480,Set65_22566_22553,Set65_22567_22554,Set65_22568_22555,Set65_22569_22556,Set65_24016_24007,Set65_24017_24008,Set65_24018_24009,Set65_24019_24010,Set65_24022_24013,Set65_24024_24015,Set65_25733_25718,Set65_25734_25719,Set65_25735_25720,Set65_25736_25721,Set65_25737_25722,Set65_25738_25723,Set65_25739_25724,Set65_25741_25726,Set65_25742_25727,Set65_25743_25728,Set65_25744_25729,Set65_25746_25731,Set65_26327_26321,Set65_26328_26322,Set65_26329_26323,Set65_26330_26324,Set65_26331_26325,Set65_26332_26326,Set65_26340_26336,Set65_26341_26337,Set65_26342_26338,Set65_26343_26339,Set65_26490_26484,Set65_26491_26485,Set65_26493_26487,Set65_26495_26489,Set65_34086_34071,Set65_34088_34072,Set65_34092_34074,Set65_34098_34077,Set65_34100_34078,Set65_34102_34079,Set65_34106_34081,Set65_34108_34082,Set65_34110_34083,Set65_34705_34696,Set65_34711_34699,Set65_34715_34701,Set65_34717_34702,Set65_35449_35438,Set65_35455_35441,Set65_35457_35442,Set65_35459_35443,Set65_35461_35444,Set65_35463_35445,Set65_35465_35446,Set65_35467_35447,Set65_35469_35448
218089_at,grey,13.60132723,5.573989286,8.027337945,C20orf4,25980,0.576,0.829,0.474,1.45,0.286,0.00867,2.15,1.24,3.73,0.28,246.809,316.343,343.823,390.055,289.225,313.134,341.257,378.287,369.749,328.299,401.493,452.294,406.529,391.025,305.497,311.9,297.635,389.469,443.227,486.242,339.408,370.702,448.782,382.794,343.272,377.667,422.994,406.48,351.221,295.939,355.48,396.387,352.262,315.444,271.172,433.28,591.108,306.691,467.478,314.722,440.529,391.62,300.306,374.237,428.106,471.88,375.119,370.877,345.251,465.807,385.444,407.548,407.281,420.657,438.946,592.594,359.668,402.292,306.518,360.583,657.247,304.191,212.536,307.606,394.132,386.933,293.744,228.36,372.014,287.672,246.09,357.573,276.986,256.805,280.407,356.887,305.149,299.429,349.82,318.72,306.477,208.775,340.806,174.795,300.938,348.16,358.913,314.911,325.127,249.956,334.759,408.159,306.85,352.743,354.319,324.758,364.359,366.091,298.719,351.569,189.022,294.392,321.589,335.06,234.493,276.963,253.908,287.309,304.931,439.342,303.106,246.62,465.507,301.813,354.098,335.221,371.233,448.103,390.782,286.2
218094_s_at,green,81.24710644,45.58532092,35.66178552,C20orf35,55861,0.104,1.89,1.08,3.32,0.287,0.62,1.01,0.604,1.67,0.26,3208.3,601.971,3500.7,1154.87,1743.91,1380.62,1406.2,1147.16,736.677,749.779,1912.6,629.877,1558.57,3938.37,3523.8,1435.72,4357.66,782.467,659.318,847.862,2322.95,682.588,738.555,660.237,2671.66,553.536,831.411,854.097,659.706,1358.65,1388.68,630.027,3332.21,823.721,2802.42,865.305,1123.81,3815.52,1270.01,2721.26,2144.18,2005.6,2628.33,1030.4,732.72,963.301,826.573,2076.66,2385.5,871.592,658.269,934.39,939.842,623.598,2068.16,867.47,1949.92,811.567,780.839,792.075,1106.02,922.954,1625.04,459.651,864.312,590.298,1220.4,2022.83,499.874,168.235,3499.09,748.127,446.197,2573.26,1351.54,2194.65,701.56,1527.9,968.256,641.036,703.97,651.239,941.145,2591.11,1098.67,1007.67,942.564,529.732,1812.16,446.475,987.24,667.196,690.169,372.53,492.565,334.011,831.91,1062.02,1018.41,1869.46,3193.25,899.596,772.031,3653.68,1153.31,1412.77,2322.37,783.549,442.869,1169.17,2784.15,2378.07,1083.57,615.781,2390.83,1744.41,699.047,873.239,1577.57,4495.49
218095_s_at,grey,15.1752344,6.691024033,8.484210363,TPARL,55858,0.243,1.19,0.681,2.08,0.284,0.025,1.28,0.767,2.13,0.26,324.75,309.128,389.413,556.898,451.518,231.577,254.024,225.838,472.987,221.779,266.353,193.216,256.833,485.945,299.628,302.702,474.083,240.153,460.931,256.122,369.216,223.153,960.775,377.782,326.101,394.473,276.467,537.466,569.247,389.59,260.405,572.749,366.582,689.019,276.041,387.582,395.246,393.754,301.708,306.334,312.338,513.279,283.613,292.553,281.032,290.963,229.493,381.028,357.993,394.721,130.37,285.751,406.267,352.265,456.46,401.268,676.597,453.22,609.238,486.44,268.011,409.395,216.963,296.973,410.29,308.129,509.338,330.766,244.301,243.797,487.08,603.496,440.813,305.752,323.61,397.344,328.863,252.593,295.535,346.197,459.263,323.256,416.039,408.483,380.318,285.5,518.662,2079.63,229.258,611.955,230.723,385.211,131.287,217.038,217.602,234.902,330.184,384.625,331.435,357.001,521.102,318.819,397.188,507.587,373.094,382.191,292.676,309.305,580.14,509.113,437.93,283.712,388.926,330.791,547.803,410.527,445.755,325.648,381.341,457.532
218097_s_at,grey,18.8540408,10.15039667,8.703644134,CUEDC2,79004,0.268,0.541,0.306,0.956,0.291,0.891,0.962,0.581,1.59,0.258,1160.24,1160.44,1342.87,1034.38,761.193,1165.97,1002.14,1259.07,889.268,870.554,1049.64,903.908,1490.3,853.752,1006.43,1175.75,897.889,1197.46,837.448,740.091,748.769,709.52,543.689,618.78,801.388,653.487,527.547,702.476,920.136,585.107,892.449,632.533,1200.47,663.865,909.041,678.016,1094.92,883.509,1245.23,1174.12,1302.52,866.735,1274.47,1165.82,1143.05,746.818,1087.58,658.134,1152.77,640.187,1274.94,736.39,1136.37,941.454,681.202,1138.82,1209.62,669.726,577.648,629.509,877.642,621.766,775.19,531.484,601.362,470.926,599.377,898.306,920.685,748.921,959.3,693.283,571.424,1131.04,1335.04,602.738,1031.69,1251.73,869.266,1419.93,877.591,872.508,712.761,828.946,564.333,1015.37,735.754,617.277,921.028,729.997,817.528,713.327,1026.65,874.867,766.759,798.465,477.19,844.804,664.295,1071.19,644.559,736.052,825.991,705.574,602.713,618.108,813.355,537.318,503.753,522.809,741.469,774.09,729.893,800.025,922.918,715.649,769.323,582.975,706.506,1190.5
218098_at,turquoise,89.12241787,79.17676322,9.945654651,SNAP23P,170549,0.451,1.37,0.784,2.4,0.285,0.971,0.946,0.567,1.58,0.261,639.638,359.001,494.943,567.374,567.643,687.098,447.686,419.519,454.065,492.305,606.884,424.96,488.215,613.13,495.901,352.633,625.037,399.006,616.983,449.547,349.738,431.682,450.18,389.345,539.326,386.603,450.268,508.2,316.852,515.895,350.456,498.126,839.694,370.226,458.861,496.527,656.265,692.414,656.503,1140.24,774.357,458.358,1009.16,413.329,456.852,563.416,493.021,479.534,440.528,677.059,484.082,448.824,457.27,473.46,639.214,414.871,426.989,523.873,591.501,465.927,286.14,411.395,737.539,529.785,711.643,566.013,666.339,994.896,468.774,263.265,971.521,511.152,464.57,894.981,400.23,617.078,487.292,642.354,456.615,482.314,604.119,636.575,483.586,1235.15,483.948,639.833,561.298,457.157,808.408,406.009,421.003,689.978,643.832,697.836,318.824,289.904,609.872,445.827,419.159,442.956,613.568,408.262,356.146,501.031,366.751,325.375,388.933,357.885,471.336,587.581,346.96,493.777,619.8,333.654,532.097,511.951,470.734,561.648,505.661,452.907
218099_at,green,22.7360385,6.403482965,16.33255553,HT008,55852,0.497,1.14,0.655,2,0.284,0.356,1.14,0.684,1.89,0.259,672.032,407.839,1041.17,563.568,744.22,683.041,437.521,947.213,865.929,482.68,435.198,360.959,330.182,807.453,854.614,490.177,864.692,494.402,438.487,438.898,648.481,467.974,626.146,675.647,608.378,296.078,319.776,518.298,408.97,556.846,476.431,366.541,748.496,541.122,798.466,452.285,684.429,697.788,542.97,829.767,701.431,555.907,872.821,459.294,427.084,453.764,388.481,466.727,722.372,450.544,295.909,497.445,512.764,453.134,552.593,268.999,812.472,421.123,360.509,566.576,295.402,715.188,541.746,385.588,410.329,355.715,578.069,818.473,284.343,257.453,851.026,575.742,798.465,714.469,443.869,574.259,394.053,604.023,473.828,261.175,320.674,342.421,270.192,996.813,539.795,456.604,609.362,362.87,616.215,326.056,428.637,358.406,595.251,497.997,238.629,333.644,406.875,496.372,501.878,1521.83,656.851,534.374,346.567,582.598,482.474,428.756,413.726,338.788,197.284,296.957,697.052,486.818,461.647,432.657,527.222,737.155,592.848,373.243,353.651,547.812
218107_at,grey,47.78339486,15.09980566,32.6835892,WDR26,80232,0.77,0.929,0.533,1.62,0.284,0.11,0.69,0.411,1.16,0.265,282.934,710.032,500.164,765.992,643.977,383.323,353.613,711.193,735.833,534.982,479.64,656.401,620.755,725.915,544.026,605.228,514.617,640.737,772.606,639.519,686.163,559.262,411.864,571.591,533.227,896.23,649.301,942.774,806.474,793.184,772.411,1265.78,416.289,647.954,562.243,826.02,668.764,475.523,675.886,360.134,562.046,652.01,381.962,611.021,509.812,674.99,675.852,364.686,574.867,756.61,625.248,490.322,827.106,925.881,673.433,482.301,632.526,732.371,1006.83,692.351,453.409,636.439,312.524,883.148,414.759,437.946,850.655,372.327,265.532,509.5,457.103,951.32,652.647,343.862,780.264,871.839,748.376,551.41,413.101,483.466,754.198,656.266,739.291,440.286,853.077,992.736,1175.04,699.236,641.642,680.256,438.952,771.858,612.054,578.933,819.488,688.306,273.572,587.631,830.916,996.78,634.206,961.664,1232.67,739.166,614.772,702.954,560.42,805.476,1225.86,925.806,1244.42,510.784,687.123,760.768,809.881,868.601,833.951,668.663,764.747,488.026
218109_s_at,blue,140.9568074,111.4304003,29.5264071,FLJ14153,64747,0.71,0.806,0.461,1.41,0.285,0.838,1.15,0.693,1.9,0.257,367.494,742.382,930.281,1463.45,1051.68,379.82,280.821,706.903,997.954,649.278,585.527,276.958,423.043,1046.89,547.974,393.403,665.915,513.707,1206.9,645.649,970.158,631.895,983.662,689.473,478.376,694.438,630.93,2014.2,717.495,956.347,556.73,1907.34,400.561,645.848,548.829,1197.87,1224.49,445.19,534.585,457.603,613.062,833.483,449.797,641.058,505.518,739.428,838.547,796.668,646.167,1047.22,515.668,667.256,1500.4,671.539,948.187,515.343,956.534,796.915,1328.39,610.244,346.107,791.347,223.411,1118.23,737.295,843.897,1869.48,306.455,603.655,404.25,425.194,1494.48,995.639,371.515,815.049,1133.97,511.939,429.589,698.952,443.802,709.601,441.472,608.284,421.952,775.151,479.124,1034.98,592.868,608.016,698.493,472.965,934.031,772.856,503.142,394.15,467.661,523.803,1023.17,627.58,449.878,456.134,1423.61,877.326,827.21,638.995,589.238,568.271,776.78,373.38,818.836,1393.17,408.868,928.881,666.473,1198.74,817.471,1445.16,901.596,1550.34,381.743
218110_at,grey,19.81996341,8.791710624,11.02825278,XAB2,56949,0.0324,0.423,0.236,0.76,0.299,0.256,1.32,0.792,2.21,0.262,253.028,221.421,156.566,111.424,186.496,178.693,153.578,164.926,126.286,193.076,163.24,196.591,227.707,204.905,150.737,163.837,143.592,166.65,152.415,222.348,151.884,153.57,163.007,103.356,164.853,151.355,223.588,137.527,161.902,64.8698,80.2713,62.1257,302.81,137.081,130.232,177.627,283.628,171.806,306.82,320.695,307.996,196.49,308.049,227.266,216.347,206.506,215.731,241.438,185.194,242.995,259.128,143.041,197.23,202.926,190.25,218.781,247.996,241.061,105.631,210.859,319.829,132.965,128.222,121.933,164.043,182.283,173.884,145.532,147.636,142.183,173.503,205.724,65.8613,103.515,93.5004,115.894,69.2676,116.008,72.9306,72.8352,132.321,80.3537,116.855,87.4765,96.989,143.908,78.9229,123.706,104.995,77.9757,130.663,178.838,215.339,219.279,52.6167,163.97,151.912,125.473,128.602,137.962,122.781,134.137,166.263,189.651,130.107,97.5615,120.618,165.53,80.2124,193.518,117.337,143.64,155.63,119.143,91.8782,183.152,104.043,188.257,127.094,165.337
218113_at,blue,48.37100802,31.48355972,16.8874483,TMEM2,23670,0.0866,1.07,0.609,1.88,0.287,0.0719,1.34,0.805,2.23,0.26,166.855,407.391,187.606,661.61,337.413,129.113,167.637,322.987,317.688,140.976,150.517,158.639,198.144,242.976,192.886,457.626,145.55,330.564,346.964,415.379,140.723,105.374,353.168,378.375,235.071,233.102,246.038,921.052,233.933,142.878,130.822,850.689,193.915,225.131,193.597,489.901,377.289,141.623,291.421,203.702,232.99,195.165,234.93,130.177,496.613,464.848,105.292,259.444,126.848,318.574,90.5001,311.64,216.484,291.956,383.556,254.9,350.653,472.552,639.539,173.134,160.732,401.613,207.928,452.145,415.861,411.806,598.065,276.326,93.7868,571.719,296.525,409.239,131.951,279.985,262.331,145.47,180.489,103.414,154.848,219.935,219.993,71.385,202.771,208.816,336.062,84.5894,578.042,283.467,213.642,226.766,184.765,426.969,128.349,144.901,746.195,125.979,234.791,205.294,112.502,269.327,204.913,344.381,590.972,224.501,306.423,189.013,188.385,212.314,117.331,352.833,303.129,235.787,227.133,346.901,557.386,369.426,506.792,212.231,721.446,335.574
218121_at,turquoise,101.3541907,75.41281701,25.94137371,HMOX2,3163,0.871,0.905,0.518,1.58,0.285,0.789,0.956,0.575,1.59,0.259,545.724,330.415,345.866,288.197,353.305,533.326,490.768,262.512,386.623,436.052,443.604,288.186,404.599,508.375,462.008,333.401,555.56,283.218,203.062,353.789,341.311,498.008,299.39,284.544,477.242,330.383,378.988,377.962,383.893,273.894,371.527,233.315,734.177,372.637,485.81,271.792,402.975,595.35,616.263,722.913,656.705,401.745,606.107,384.207,360.864,310.326,409.641,525.993,638.714,406.661,348.321,383.69,375.73,436.764,392.739,515.573,334.217,234.354,197.162,268.804,346.991,213.402,653.756,253.956,264.746,254.119,265.803,491.42,95.7908,208.343,324.53,204.427,291.604,738.616,384.448,291.216,504.473,492.014,288.651,311.16,292.91,444.523,366.215,445.853,239.134,216.626,248.951,230.403,372.638,204.27,244.982,209.251,216.514,214.792,215.254,291.744,251.173,319.08,375.085,431.331,929.366,296.545,403.099,380.629,405.071,358.345,612.054,297.25,193.552,313.831,193.717,416.771,299.572,330.503,350.866,303.488,346.432,339.038,320.023,444.361
218122_s_at,turquoise,39.78930814,25.0792935,14.71001464,SENP2,59343,0.626,1.3,0.74,2.27,0.286,0.313,0.823,0.493,1.38,0.262,230.398,327.035,274.337,285.421,232.706,193.56,256.505,321.923,180.109,335.817,290.623,278.773,403.658,291.478,306.428,359.828,304.019,311.329,396.816,294.419,283.223,296.9,306.787,352.122,310.982,377.776,384.76,340.014,311.187,291.963,457.588,349.391,117.942,212.781,194.529,286.487,155.241,257.557,166.823,144.063,141.469,323.626,155.824,270.553,242.673,303.602,267.13,273.592,291.678,275.834,281.999,303.409,341.117,323.444,274.783,223.407,211.14,208.383,271.676,353.083,238.967,279.249,311.773,355.318,300.602,323.149,264.107,287.284,266.966,245.687,345.692,220.621,314.39,266.625,298.888,231.996,670.252,381.272,440.318,415.574,344.251,343.707,434.013,301.217,401.189,370.459,311.001,370.134,250.488,291.555,307.387,261.504,298.059,341.139,450.063,243.344,305.788,224.773,360.133,303.445,485.838,295.589,259.227,370.78,1586.07,277.346,294.047,236.075,231.021,235.935,151.231,265.616,238.493,336.667,285.615,337.793,263.528,302.498,235.493,249.869
218125_s_at,turquoise,34.57164391,23.35285475,11.21878916,FLJ10853,55246,0.606,0.762,0.433,1.34,0.288,0.31,0.95,0.573,1.57,0.257,277.444,322.823,246.656,185.487,387.444,491.609,246.582,213.884,424.353,155.179,441.091,189.974,169.814,225.498,230.991,204.312,244.162,168.767,111.339,240.131,208.82,230.98,172.167,149.368,258.224,154.407,210.808,148.455,214.022,315.759,291.684,165.067,302.568,230.136,186.551,182.029,409.352,216.568,347.643,512.377,448.6,286.637,395.303,224.161,249.908,228.295,269.326,273.88,253.054,232.099,238.432,265.356,207.909,184.631,181.134,118.54,150.678,210.709,223.592,146.01,92.0554,218.391,258.873,159.255,194.021,218.484,200.889,368.482,127.388,144.564,314.956,222.868,225.323,270.909,182.657,241.931,211.517,252.244,331.433,273.444,259.755,300.944,217.476,356.196,226.191,231.766,225.753,140.143,251.504,89.3946,183.344,231.746,185.2,263.957,223.746,261.141,227.151,259.375,298.998,193.909,244.628,131.071,133.433,221.172,161.88,177.635,232.919,223.436,206.011,180.831,105.161,241.632,291.046,153.931,182.896,205.562,182.462,261.032,143.051,142.426
218127_at,grey,16.30578437,6.98302819,9.322756185,NFYB,4801,0.798,0.857,0.489,1.5,0.286,0.742,0.968,0.584,1.6,0.258,312.098,315.362,320.574,239.003,330.147,397.152,341.464,400.438,263.997,313.958,316.468,380.167,561.484,364.806,305.077,332.401,456.247,332.92,397,306.466,409.14,350.509,219.945,279.879,319.352,357.392,317.201,192.554,393.798,257.011,266.056,169.71,242.871,245.235,333.46,223.735,194.674,376.327,215.741,407.386,341.061,290.205,429.689,337.004,467.541,253.94,407.683,328.025,359.481,265.944,410.216,270.792,342.372,343.792,223.786,377.008,342.058,249.523,257.839,353.163,233.579,172.181,486.079,242.164,271.633,194.405,220.319,440.353,119.737,231.167,439.608,186.536,207.928,327.662,191.739,186.328,460.202,331.29,255.01,216.917,236.945,489.584,344.863,577.041,384.069,392.924,282.843,233.641,321.217,113.741,333.23,248.396,471.658,585.41,234.811,355.176,217.755,265.875,283.493,348.55,338.706,253.04,266.019,311.061,215.182,246.321,256.184,238.853,278.673,213.203,215.516,360.668,347.026,297.752,241.424,341.835,294.522,310.358,201.453,280.953
218130_at,grey,28.21401458,10.84243496,17.37157962,MGC4368,79415,0.272,0.769,0.439,1.35,0.285,0.203,1.52,0.914,2.52,0.259,117.993,287.903,163.121,187.965,228.124,62.1204,62.3859,251.92,111.071,158.804,54.6189,166.175,140.804,164.659,67.0563,183.945,103.634,139.019,172.659,203.777,266.268,109.747,117.885,198.155,136.855,257.655,113.845,186.402,182.387,199.492,112.048,269.79,83.9536,111.951,42.1481,166.98,356.559,95.1658,145.04,60.4817,157.197,205.687,128.657,189.042,243.01,235.437,215.394,189.729,161.882,225.101,77.5659,194.678,255.834,168.673,241.767,648.176,450.764,475.096,544.077,447.749,524.234,418.633,166.225,459.22,387.777,362.171,482.119,214.955,375.07,296.063,267.259,705.994,540.828,191.542,492.865,722.027,526.999,335.749,540.361,350.67,640.271,189.579,638.066,201.683,347.887,357.513,751.782,281.33,354.237,358.987,408.045,555.796,299.994,301.221,391.117,349.729,356.452,454.536,443.674,260.47,370.987,587.35,516.337,419.461,588.553,352.686,385.069,446.301,277.165,657.859,319.14,292.331,705.756,541.625,640.543,595.115,678.734,539.256,623.266,454.361
218131_s_at,turquoise,39.59561456,22.3866838,17.20893076,p66alpha,54815,0.949,1.03,0.586,1.8,0.286,0.403,1.48,0.894,2.46,0.258,87.8547,586.34,267.363,282.197,378.811,183.714,218.664,331.004,397.373,328.301,344.153,286.033,249.405,226.875,154.89,251.079,137.427,297.077,305.565,437.243,257.409,299.724,281.702,289.592,249.658,300.125,327.186,414.755,409.317,264.092,247.936,251.515,167.071,294.112,120.353,424.556,395.356,112.572,261.392,162.078,306.456,371.91,116.004,262.631,401.228,411.708,254.134,243.797,223.541,432.875,195.483,185.065,338.395,323.073,405.098,386.891,480.387,333.276,285.532,342.819,379.896,256.292,70.0679,280.206,315,335.315,260.576,135.525,294.905,350.312,100.307,584.674,241.523,101.149,246.736,276.739,319.315,249.242,282.461,330.272,251.784,187.449,239.931,91.0293,314.87,306.862,346.479,422.495,221.089,334.556,359.412,344.908,247.006,181.314,363.588,374.219,225.524,293.512,286.967,264.249,254.107,247.768,416.338,412.66,323.394,394.01,200.408,357.172,353.329,271.846,207.389,175.497,356.772,270.041,359.405,257.951,213.351,261.574,273.957,202.686
218132_s_at,grey,34.56813788,14.51736317,20.05077471,LENG5,79042,0.261,0.879,0.503,1.53,0.285,0.0994,1.47,0.883,2.44,0.259,350.863,705.723,456.533,529.813,474.323,373.219,412.325,415.689,560.82,390.19,447.519,351.499,433.479,536.726,315.032,464.881,367.436,610.941,508.677,628.46,497.292,590.43,515.219,739.443,437.734,502.469,640.93,604.299,659.035,608.895,589.683,606.359,436.686,551.466,357.062,698.491,775.33,494.084,592.557,459.561,548.318,488.929,348.364,649.637,581.611,589.887,514.104,590.41,585.108,748.13,448.264,610.464,491.981,647.631,693.008,929.141,791.294,684.039,568.128,499.846,898.824,486.034,175.964,466.389,476.231,616.761,400.487,266.51,346.609,362.533,258.765,718.83,329.281,192.798,455.692,404.085,179.903,225.85,527.894,382.791,435.716,171.055,327.338,160.631,521.516,250.584,396.627,337.777,359.868,514.035,506.548,741.038,222.53,248.116,338.648,493.277,472.675,663.624,355.434,439.568,327.438,354.894,506.777,487.997,744.126,415.444,266.625,659.825,664.501,365.858,298.46,237.753,615.762,464.985,474.49,498.933,520.529,580.339,461.884,273.056
218133_s_at,grey,12.37852372,6.410789194,5.967734529,NIF3L1,60491,0.476,1.01,0.581,1.76,0.283,0.421,0.805,0.481,1.35,0.262,523.664,412.697,422.665,477.468,574.384,511.016,305.945,504.325,570.581,664.291,541.452,380.299,689.703,474.401,383.334,436.415,433.277,353.117,391.695,513.781,408.299,532.288,471.302,396.313,357.57,319.338,344.599,296.936,525.016,511.095,748.28,430.97,452.519,304.385,359.178,440.127,449.026,454.845,489.609,709.524,698.224,423.302,677.72,482.205,744.27,453.559,433.721,501.51,431.685,413.037,524.252,468.18,391.776,504.71,445.036,469.347,415.465,343.565,533.877,480.647,434.494,354.269,306.625,434.61,388.233,230.498,382.235,470.374,520.628,498.031,561.839,541.465,348.996,344.047,409.679,362.737,289.079,463.78,536.061,567.183,216.435,319.039,395.249,412.317,367.827,521.884,347.572,312.253,352.775,325.266,367.897,492.096,479.524,440.246,262.645,351.901,276.301,520.073,420.071,366.087,164.163,355.363,231.433,383.402,445.315,392.423,233.339,351.76,412.294,351.475,299.867,278.85,414.952,621.092,436.781,409.858,445.125,363.576,307.838,350.602
218138_at,turquoise,32.6318312,22.77234598,9.859485213,MKKS,8195,0.991,0.92,0.528,1.6,0.284,0.0934,1,0.602,1.66,0.259,635.701,435.128,470.704,324.269,386.27,594.351,597.024,393.121,674.392,333.562,562.759,337.746,431.416,536.905,513.281,392.533,551.742,441.661,444.538,606.018,347.76,522.217,469.131,346.628,464.81,446.093,383.596,310.75,387.646,456.825,326.537,294.049,706.211,441.797,364.177,412.912,630.711,632.79,823.508,971.335,871.56,506.652,626.083,468.336,466.753,535.46,468.46,501.42,401.734,562.707,522.887,670.137,412.94,528.197,579.974,357.017,483.258,365.314,400.495,478.272,619.255,445.224,525.866,250.855,610.735,484.045,433.433,582.81,234.431,375.411,464.953,305.974,538.054,779.547,314.885,348.703,595.672,644.958,453.17,440.569,486.4,472.582,297.628,826.089,448.963,520.204,516.708,448.786,932.776,356.827,666.051,503.776,391.018,333.927,649.234,408.115,561.595,589.466,495.013,403.862,447.843,401.72,567.759,449.609,242.746,278.917,457.889,390.285,492.121,633.191,369.115,469.459,771.974,502.392,383.674,444.687,535.855,705.333,353.5,467.593
218139_s_at,grey,22.80684203,6.821486773,15.98535525,C14orf108,55745,0.53,0.664,0.377,1.17,0.288,0.364,1.43,0.859,2.36,0.258,512.924,448.91,322.924,272.814,511.793,298.988,296.252,253.578,315.981,385.527,303.023,303.875,237.821,429.521,364.321,179.398,346.67,222.583,333.723,390.56,284.122,292.659,278.161,171.168,392.276,332.567,303.96,306.466,286.204,172.992,353.829,208.913,453.855,360.59,356.722,366.709,480.917,396.573,616.913,734.208,685.671,289.672,417.7,423.487,360.526,373.5,401.933,491.501,402.707,477.774,222.947,369.934,470.251,252.136,403.348,322.117,394.193,220.514,316.633,354.266,178.563,282.688,326.418,252.281,363.681,219.443,205.337,385.531,93.5851,242.731,325.755,423.669,270.802,230.806,308.194,180.49,349.221,313.614,238.939,403.562,211.07,182.667,263.084,436.19,382.113,319.63,333.047,217.592,226.059,65.3617,241.582,322.146,209.745,253.892,274.531,288.207,365.44,293.98,265.509,233.004,237.65,214.497,210.533,327.456,278.633,315.912,230.725,262.14,256.548,227.79,268.566,258.17,330.357,336.633,340.51,287.961,262.63,313.696,235.052,223.69
218142_s_at,turquoise,63.19869905,46.72486123,16.47383782,CRBN,51185,0.427,1.21,0.691,2.12,0.286,0.379,0.752,0.451,1.25,0.261,1563.77,906.104,1703.12,1358.95,1441.93,1712.03,1448.61,1027.01,1501.53,1195.32,1109.21,656.911,678.604,1362.91,1222.2,641.829,1268.68,916.43,869.278,859.728,1183.44,1009.32,717.32,645.793,1194.35,682.383,1026.22,1044.44,813.708,917.949,1256.17,844.861,1621.14,859.619,1108.18,858.272,1142.8,1280.79,1313.24,1910.47,1329.13,961.137,1393.99,987.303,791.923,852.865,1095.02,953.444,1071.61,680.666,907.789,854.701,796.032,971.519,1212.11,1180.71,915.154,959.209,874.318,803.53,629.63,824.128,1178.7,424.577,955.41,844.99,797.776,1632.55,1149.48,443.571,1308.64,410.18,1057.15,1214.55,1011.12,1083.33,1123.42,1372.15,931.626,744.582,902.189,1546.17,765.919,1969.73,1066.11,1454.21,969.945,1113.01,1265.78,602.039,942.477,1252.95,1433.72,1381.46,545.85,1472.26,894.785,1262.15,1072.69,982.765,1004.53,810.044,582.594,1166.83,957.83,1065.37,780.213,551.09,612.867,609.072,806.046,665.469,724.213,449.492,768.592,451.458,679.917,719.008,780.913,894.54
